EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1025,Giovanni,Jenkins,2566-05-11 00:00:00.000,2566-05-15 00:00:00.000,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Retirement,Quite none ten order.,Admin Offices,Field Operations,2503-11-13 00:00:00.000,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3
1026,Alexis,Moss,2565-11-03 00:00:00.000,2566-02-09 00:00:00.000,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Resignation,Where forward evening huge cost share eat.,Admin Offices,Engineers,2493-11-07 00:00:00.000,MA,Engineer,Female,27418,Other,Widowed,Fully Meets,3
1027,Joanna,Murphy,2563-06-14 00:00:00.000,2564-05-29 00:00:00.000,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Open test message part risk.,Admin Offices,General - Con,2505-12-21 00:00:00.000,MA,Flagger,Male,24931,Other,Single,Fully Meets,3
1028,Joseph,Schmidt,2562-10-15 00:00:00.000,2566-01-01 00:00:00.000,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Federal less every character section think white.,Software Engineering,General - Con,2543-10-22 00:00:00.000,MA,Model Assistant,Male,2121,Asian,Single,Fully Meets,3
1029,Brittany,Hurley,2563-04-28 00:00:00.000,NULL,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,NULL,Software Engineering,Field Operations,2522-06-01 00:00:00.000,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
1030,Niko,Hamilton,2562-10-29 00:00:00.000,NULL,Software Engineer,Sarah King,niko.hamilton@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,NULL,Software Engineering,Field Operations,2498-07-06 00:00:00.000,MA,Foreman,Male,75783,Black,Single,Fully Meets,3
1031,Ruben,Martinez,2564-04-28 00:00:00.000,NULL,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,NULL,Software Engineering,General - Con,2515-10-29 00:00:00.000,MA,Lineman,Male,26111,White,Widowed,Fully Meets,3
1032,Kiley,Haynes,2565-04-19 00:00:00.000,2565-08-26 00:00:00.000,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Off part culture choose strong public.,Software Engineering,Aerial,2497-07-01 00:00:00.000,MA,Laborer,Male,50656,Asian,Widowed,Fully Meets,3
1033,Blaine,Brooks,2566-03-28 00:00:00.000,NULL,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,NULL,Software Engineering,Field Operations,2540-03-28 00:00:00.000,MA,Operator,Male,71808,Other,Single,Fully Meets,3
1034,Dennis,Livingston,2562-05-06 00:00:00.000,NULL,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,NULL,Software Engineering,Project Management - Con,2520-12-08 00:00:00.000,MA,Manager,Female,1043,Black,Single,Fully Meets,3
1035,Case,Russell,2563-10-13 00:00:00.000,NULL,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,NULL,Admin Offices,Underground,2522-02-16 00:00:00.000,MA,Laborer,Female,41260,Asian,Divorced,Fully Meets,3
1036,Kody,Jimenez,2564-07-06 00:00:00.000,2564-11-25 00:00:00.000,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Teacher door money tend song.,Admin Offices,Field Operations,2536-08-08 00:00:00.000,MA,Foreman,Male,15346,Asian,Single,Fully Meets,3
1037,Zoe,Colon,2563-09-24 00:00:00.000,2563-11-02 00:00:00.000,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Accept knowledge drop bar understand.,Software Engineering,Fielders,2536-07-27 00:00:00.000,MA,Engineer,Male,4876,Other,Widowed,Fully Meets,3
1038,Courtney,Cowan,2566-01-18 00:00:00.000,NULL,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,NULL,Software Engineering,Field Operations,2514-05-04 00:00:00.000,MA,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3
1039,Nolan,Perez,2562-08-22 00:00:00.000,2565-03-25 00:00:00.000,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,2525-11-17 00:00:00.000,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3
1040,Katrina,Farrell,2562-07-25 00:00:00.000,2565-12-17 00:00:00.000,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Main customer television phone staff family.,Software Engineering,Field Operations,2515-04-25 00:00:00.000,MA,Technician,Male,74234,White,Divorced,Fully Meets,3
1041,Camden,Kelly,2562-11-11 00:00:00.000,2563-01-10 00:00:00.000,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Suffer consider store find up.,Software Engineering,Engineers,2519-11-04 00:00:00.000,MA,Administrative,Male,45272,White,Single,Fully Meets,3
1042,Milo,Hood,2565-07-16 00:00:00.000,NULL,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,NULL,Software Engineering,Field Operations,2485-08-18 00:00:00.000,MA,Driller,Male,96170,Black,Widowed,Fully Meets,3
1043,Kale,Lang,2565-12-19 00:00:00.000,2566-05-10 00:00:00.000,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,2498-12-16 00:00:00.000,MA,Billing,Female,65963,White,Married,Fully Meets,3
1044,Shyanne,Stark,2563-09-15 00:00:00.000,NULL,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unk,NULL,Software Engineering,Field Operations,2499-09-16 00:00:00.000,MA,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3
1045,Elliott,Ashley,2563-10-04 00:00:00.000,2566-02-27 00:00:00.000,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Artist technology ever body provide today doctor.,Admin Offices,Catv,2506-06-10 00:00:00.000,MA,Foreman,Female,11164,Black,Single,Fully Meets,3
1046,Genesis,Todd,2565-04-23 00:00:00.000,2565-08-03 00:00:00.000,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Former treat check special economy.,Software Engineering,Underground,2505-11-17 00:00:00.000,MA,Laborer,Male,65978,White,Single,Fully Meets,3
1047,Sincere,Jimenez,2564-11-27 00:00:00.000,NULL,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,NULL,Software Engineering,Field Operations,2490-11-24 00:00:00.000,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3
1048,Stephen,Daugherty,2562-11-29 00:00:00.000,NULL,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,NULL,Software Engineering,General - Con,2499-07-19 00:00:00.000,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3
1049,Demarion,Morrow,2562-05-30 00:00:00.000,2563-12-19 00:00:00.000,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Plan capital firm foreign.,Software Engineering,Field Operations,2497-09-26 00:00:00.000,MA,Technician,Male,16259,White,Married,Fully Meets,3
1050,Steven,Schneider,2563-11-23 00:00:00.000,NULL,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,NULL,Software Engineering,Finance & Accounting,2536-07-04 00:00:00.000,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3
1051,Devon,Hinton,2565-04-08 00:00:00.000,2566-01-11 00:00:00.000,Software Engineer,Allison York,devon.hinton@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Her office place.,Software Engineering,Field Operations,2524-04-29 00:00:00.000,MA,Operator,Male,14669,White,Divorced,Fully Meets,3
1052,Jacquelyn,Johns,2564-02-25 00:00:00.000,2564-06-04 00:00:00.000,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,2523-06-21 00:00:00.000,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
1053,Blaine,Keith,2562-03-13 00:00:00.000,2564-04-07 00:00:00.000,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Resignation,Wind commercial in ahead will realize.,Software Engineering,Project Management - Con,2490-07-25 00:00:00.000,MA,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3
1054,Phillip,Salazar,2566-02-12 00:00:00.000,NULL,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,NULL,Software Engineering,Engineers,2536-05-10 00:00:00.000,MA,Project Manager,Male,56271,White,Single,Fully Meets,3
1055,Chaz,Webb,2561-09-08 00:00:00.000,NULL,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,NULL,Software Engineering,Field Operations,2538-11-24 00:00:00.000,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3
1056,Desmond,Anderson,2564-11-18 00:00:00.000,NULL,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unk,NULL,Software Engineering,Wireline Construction,2486-09-01 00:00:00.000,MA,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3
1057,Sophie,Decker,2566-07-01 00:00:00.000,NULL,Software Engineer,Justin Grant,sophie.decker@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,NULL,Software Engineering,Wireline Construction,2541-10-27 00:00:00.000,MA,Foreman,Male,18240,Asian,Widowed,Fully Meets,3
1058,Lena,Bryan,2565-04-18 00:00:00.000,NULL,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,NULL,Software Engineering,Billable Consultants,2485-03-13 00:00:00.000,MA,Technician,Male,77311,Hispanic,Married,Fully Meets,3
1059,Kelsie,Mccormick,2566-04-29 00:00:00.000,NULL,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,NULL,Software Engineering,Engineers,2517-05-23 00:00:00.000,MA,Engineer,Female,63959,Asian,Widowed,Fully Meets,3
1060,Frida,Livingston,2561-10-10 00:00:00.000,2561-12-25 00:00:00.000,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Improve center sure Mr respond for recent.,Software Engineering,General - Con,2519-02-05 00:00:00.000,MA,Project Manager,Female,20331,Black,Single,Fully Meets,3
1061,Isai,Alvarado,2565-11-20 00:00:00.000,NULL,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,NULL,Software Engineering,General - Sga,2536-05-21 00:00:00.000,MA,Specialist,Female,45515,Other,Single,Fully Meets,3
1062,Travis,Vasquez,2562-05-18 00:00:00.000,2563-01-14 00:00:00.000,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Software Engineering,Engineers,2512-11-03 00:00:00.000,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3
1063,Jazlene,Maynard,2564-06-22 00:00:00.000,NULL,Software Engineer,James Baker,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,NULL,Software Engineering,Aerial,2488-04-19 00:00:00.000,MA,Foreman,Female,15748,Black,Single,Fully Meets,3
1064,Wyatt,Donovan,2565-03-30 00:00:00.000,2565-04-13 00:00:00.000,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,North help rock stage someone book.,Software Engineering,Field Operations,2530-02-24 00:00:00.000,MA,Technician,Male,67106,White,Divorced,Fully Meets,3
1065,Nathaly,Cooper,2561-08-28 00:00:00.000,NULL,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,NULL,Software Engineering,Engineers,2538-06-26 00:00:00.000,MA,Engineer,Male,33438,Other,Widowed,Fully Meets,3
1066,Gage,Weeks,2564-12-27 00:00:00.000,2566-01-05 00:00:00.000,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Face garden central since several food.,Software Engineering,Catv,2524-04-23 00:00:00.000,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3
1067,Gavin,Frye,2563-11-14 00:00:00.000,NULL,Software Engineer,Carla Cox,gavin.frye@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,NULL,Software Engineering,Field Operations,2491-12-07 00:00:00.000,MA,Technician,Female,25160,White,Married,Fully Meets,3
1068,Amber,Ross,2564-10-01 00:00:00.000,NULL,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,NULL,Software Engineering,Wireline Construction,2541-12-24 00:00:00.000,MA,Project Manager,Female,52694,Black,Widowed,Fully Meets,3
1069,Wyatt,Edwards,2561-10-13 00:00:00.000,2566-05-28 00:00:00.000,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Really full stand face explain would keep energy.,Software Engineering,General - Con,2518-09-13 00:00:00.000,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3
1070,Karla,Reed,2561-12-15 00:00:00.000,2565-05-28 00:00:00.000,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Or add data indicate account father early these.,Software Engineering,General - Sga,2541-11-04 00:00:00.000,MA,Project Manager,Male,22326,Black,Married,Fully Meets,3
1071,Yadira,Mcmillan,2562-03-28 00:00:00.000,2563-10-17 00:00:00.000,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,2511-06-23 00:00:00.000,MA,Laborer,Male,30139,Black,Married,Fully Meets,3
1072,Fernando,Mcconnell,2561-12-27 00:00:00.000,NULL,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,NULL,Software Engineering,Field Operations,2520-01-20 00:00:00.000,MA,Operator,Female,93329,Asian,Widowed,Fully Meets,3
1073,Sean,Bean,2562-05-11 00:00:00.000,NULL,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,NULL,Software Engineering,Field Operations,2541-09-24 00:00:00.000,MA,Foreman,Male,67825,White,Single,Fully Meets,3
1074,Lilianna,Mccall,2564-02-19 00:00:00.000,2566-02-24 00:00:00.000,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Professional usually hospital worker among.,Software Engineering,General - Con,2526-07-08 00:00:00.000,MA,Laborer,Male,86545,Asian,Divorced,Fully Meets,3
1075,Salvador,Thomas,2565-11-05 00:00:00.000,2566-04-16 00:00:00.000,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Health American identify meeting.,Software Engineering,Engineers,2511-04-23 00:00:00.000,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3
1076,Jair,Silva,2563-03-22 00:00:00.000,2563-09-28 00:00:00.000,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Gun bill spend anyone.,Software Engineering,General - Eng,2486-01-28 00:00:00.000,MA,Administrative,Female,29368,White,Widowed,Fully Meets,3
1077,Derek,Moreno,2562-02-02 00:00:00.000,NULL,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,NULL,Software Engineering,Wireless,2535-05-10 00:00:00.000,MA,Foreman,Female,97585,Black,Single,Fully Meets,3
1078,Litzy,Conner,2563-02-24 00:00:00.000,2564-06-16 00:00:00.000,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Crime west best industry right alone begin.,Software Engineering,Aerial,2540-03-19 00:00:00.000,MA,Foreman,Female,42710,Asian,Divorced,Fully Meets,3
1079,Joanna,Burnett,2564-04-07 00:00:00.000,2565-05-01 00:00:00.000,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Story knowledge policy. Board tax treatment.,Software Engineering,Project Management - Eng,2543-04-11 00:00:00.000,MA,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3
1080,Abdullah,Frederick,2563-11-14 00:00:00.000,NULL,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,NULL,Software Engineering,Fielders,2531-08-04 00:00:00.000,MA,Engineer,Male,17976,Black,Widowed,Fully Meets,3
1081,Armani,Porter,2565-01-17 00:00:00.000,2565-08-10 00:00:00.000,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Imagine plant southern sound reduce.,Software Engineering,General - Con,2508-08-24 00:00:00.000,MA,Laborer,Male,53628,Asian,Divorced,Fully Meets,3
1082,Taylor,Sanders,2564-09-02 00:00:00.000,2566-06-27 00:00:00.000,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Resource top fear shake green view great which.,Software Engineering,General - Con,2519-03-03 00:00:00.000,MA,Technician,Male,84761,Other,Married,Fully Meets,3
